t,y,theory_density,kde_density
0.2,0.0,0.0,0.008162376704647808
0.2,0.005,0.000279488711168676,0.009893038677466222
0.2,0.01,0.0011177142791681614,0.011905549445288188
0.2,0.015,0.0025139552641455934,0.01422868780537012
0.2,0.02,0.004467010121563772,0.016891207718741995
0.2,0.025,0.006975198483843863,0.019921282682153308
0.2,0.03,0.01003636295229986,0.023345890326344744
0.2,0.035,0.013647871397003917,0.027190153370127527
0.2,0.04,0.017806619761553535,0.03147666078450083
0.2,0.045,0.022509035369048358,0.0362248011604941
0.2,0.05,0.02775108072492639,0.041450147944665235
0.2,0.055,0.033528257811659495,0.04716394231206604
0.2,0.06,0.03983561286966427,0.05337272278779914
0.2,0.065,0.046667741658151456,0.06007815014365089
0.2,0.07,0.05401879518901202,0.06727707063013084
0.2,0.075,0.06188248592622599,0.07496184967803186
0.2,0.08,0.07025209444267723,0.08312099176959394
0.2,0.085,0.07912047652567004,0.09174004083529508
0.2,0.09,0.0884800707218679,0.10080273057672931
0.2,0.095,0.0983229063118134,0.11029232752793156
0.2,0.1,0.10864061170364486,0.12019308399775636
0.2,0.105,0.11942442323509413,0.13049169620741233
0.2,0.11,0.13066519437234012,0.14117864795781024
0.2,0.115,0.14235340529379686,0.1522493147676957
0.2,0.12,0.15447917284643997,0.16370470968839393
0.2,0.125,0.16703226086181835,0.17555177095015986
0.2,0.13,0.1800020908184619,0.18780312289300138
0.2,0.135,0.19337775283697967,0.20047628340190413
0.2,0.14,0.20714801699374744,0.21359233988537601
0.2,0.145,0.22130134493870957,0.22717416698539533
0.2,0.15,0.23582590180247284,0.24124430712450093
0.2,0.155,0.2507095683775336,0.2558226739411478
0.2,0.16,0.2659399535581831,0.2709242634951451
0.2,0.165,0.28150440702334606,0.28655706507696044
0.2,0.17,0.2973900321463548,0.3027203507931309
0.2,0.175,0.31358369911542355,0.31940349151510233
0.2,0.18,0.33007205824838026,0.3365853994351734
0.2,0.185,0.3468415534850264,0.3542346396740254
0.2,0.19,0.3638784360403367,0.3723101918850436
0.2,0.195,0.38116877820157447,0.3907627848673197
0.2,0.2,0.3986984872522881,0.4095366795653781
0.2,0.205,0.4164533195060696,0.4285717437299228
0.2,0.21,0.43441889443289605,0.4478056479342654
0.2,0.215,0.45258070886083884,0.4671760179761629
0.2,0.22,0.4709241512359207,0.48662240078070756
0.2,0.225,0.4894345159229057,0.5060879354964988
0.2,0.23,0.5080970175298593,0.5255206629529119
0.2,0.235,0.5268968052393715,0.5448744490372537
0.2,0.24,0.5458189771294266,0.5641095354203657
0.2,0.245,0.5648485944670198,0.583192760300332
0.2,0.25,0.5839706959577513,0.6020975101703337
0.2,0.255,0.6031703119347925,0.620803470754158
0.2,0.26,0.6224324784708046,0.6392962426805241
0.2,0.265,0.6417422513965836,0.6575668779653581
0.2,0.27,0.6610847202104475,0.6756113803326405
0.2,0.275,0.6804450218626233,0.6934301991124026
0.2,0.28,0.6998083543991573,0.711027735440367
0.2,0.285,0.7191599904501738,0.7284118721020743
0.2,0.29,0.7384852905476063,0.7455935346396118
0.2,0.295,0.7577697162578633,0.7625862901252275
0.2,0.3,0.7769988431152307,0.779405989403743
0.2,0.305,0.7961583733421904,0.7960704565567226
0.2,0.31,0.8152341483432046,0.8125992242624764
0.2,0.315,0.8342121609589241,0.8290133050433147
0.2,0.32,0.8530785674681934,0.8453349768425334
0.2,0.325,0.8718196993256456,0.8615875489966729
0.2,0.33,0.8904220746231465,0.8777950644528797
0.2,0.335,0.9088724092637758,0.893981889340418
0.2,0.34,0.9271576278375283,0.9101721445885448
0.2,0.345,0.9452648741883871,0.9263889477991573
0.2,0.35,0.9631815216629164,0.9426534568194185
0.2,0.355,0.9808951830310216,0.9589837371446099
0.2,0.36,0.9983937200700435,0.97539350928072
0.2,0.365,1.0156652528038617,0.9918908641384723
0.2,0.37,1.0326981683892174,1.0084770587584644
0.2,0.375,1.049481129641998,1.0251455163304266
0.2,0.38,1.0660030831967608,1.0418811505309984
0.2,0.385,1.0822532672933234,1.05866011413062
0.2,0.39,1.0982212191847789,1.0754500377954737
0.2,0.395,1.1138967821618768,1.0922107815985709
0.2,0.4,1.129270112189218,1.1088956750612826
0.2,0.405,1.1443316841493003,1.1254531780572041
0.2,0.41,1.1590722976909953,1.141828860233551
0.2,0.415,1.1734830826795715,1.157967574426422
0.2,0.42,1.1875555042459534,1.1738156910009465
0.2,0.425,1.201281367433443,1.189323263692211
0.2,0.43,1.2146528214406682,1.2044460098889576
0.2,0.435,1.2276623634600825,1.2191470049280675
0.2,0.44,1.240302842111847,1.2333980066481893
0.2,0.445,1.2525674604734975,1.247180340406999
0.2,0.45,1.2644497787062663,1.2604852854293143
0.2,0.455,1.2759437162795078,1.2733139125520372
0.2,0.46,1.2870435537951317,1.2856763348986444
0.2,0.465,1.2977439344144854,1.2975903513025004
0.2,0.47,1.308039864890583,1.309079491333811
0.2,0.475,1.31792671620911,1.3201705124230243
0.2,0.48,1.3274002238420213,1.3308904524916514
0.2,0.485,1.336456487618121,1.3412634007679387
0.2,0.49,1.3450919712153282,1.3513072069369103
0.2,0.495,1.3533035012798942,1.3610303943298145
0.2,0.5,1.3610882661781603,1.3704295662398664
0.2,0.505,1.3684438143869115,1.3794875873819996
0.2,0.51,1.3753680525287484,1.3881727806260644
0.2,0.515,1.3818592430592953,1.3964393032888565
0.2,0.52,1.3879160016134104,1.4042287639659763
0.2,0.525,1.3935372940179365,1.4114730215755649
0.2,0.53,1.39872243297884,1.4180979877517066
0.2,0.535,1.4034710744509302,1.4240281477291608
0.2,0.54,1.407783213698634,1.429191437573765
0.2,0.545,1.411659181056601,1.433524077266339
0.2,0.55,1.4150996373991738,1.4369749643832102
0.2,0.555,1.418105569328019,1.4395092803271443
0.2,0.56,1.4206782840874583,1.4411110428251428
0.2,0.565,1.4228194042172262,1.44178444290787
0.2,0.57,1.4245308619526373,1.441553917701738
0.2,0.575,1.4258148933822719,1.4404630180349827
0.2,0.58,1.4266740323735068,1.4385722202355966
0.2,0.585,1.4271111042763356,1.4359558965419508
0.2,0.59,1.4271292194160723,1.4326986948034584
0.2,0.595,1.4267317663856511,1.4288915866583594
0.2,0.6,1.4259224051483148,1.424627828810763
0.2,0.605,1.4247050599615954,1.419999051321292
0.2,0.61,1.4230839121335264,1.4150916476044606
0.2,0.615,1.4210633926221121,1.4099835999777945
0.2,0.62,1.418648174489061,1.4047418372267657
0.2,0.625,1.4158431652188548,1.3994201895065734
0.2,0.63,1.4126534989142023,1.394057981462969
0.2,0.635,1.4090845283789082,1.3886792853511478
0.2,0.64,1.4051418170991659,1.3832928397166842
0.2,0.645,1.4008311311342292,1.3778926231889386
0.2,0.65,1.3961584309273636,1.3724590549524178
0.2,0.655,1.3911298630479028,1.3669607723624628
0.2,0.66,1.3857517518751135,1.3613569120942914
0.2,0.665,1.380030591234544,1.3555997955181265
0.2,0.67,1.373973035997317,1.3496378940015845
0.2,0.675,1.3675858936527716,1.3434189284261366
0.2,0.68,1.3608761158646905,1.3368929423291271
0.2,0.685,1.3538507900211778,1.3300151823577342
0.2,0.69,1.3465171307881159,1.322748625036669
0.2,0.695,1.3388824716759267,1.3150660061052968
0.2,0.7,1.3309542566291965,1.3069512376137595
0.2,0.705,1.3227400316484905,1.2984001371057585
0.2,0.71,1.3142474364535206,1.2894204399202034
0.2,0.715,1.3054841961965669,1.2800311162769833
0.2,0.72,1.296458113234859,1.270261065017486
0.2,0.725,1.2871770589703655,1.2601473009693445
0.2,0.73,1.277648965765219,1.249732788378174
0.2,0.735,1.2678818189407277,1.2390640948771734
0.2,0.74,1.2578836488676945,1.2281890464498013
0.2,0.745,1.2476625231554805,1.2171545528351204
0.2,0.75,1.2372265389469967,1.2060047457976002
0.2,0.755,1.2265838153265212,1.1947795325382984
0.2,0.76,1.21574248584697,1.1835136178547043
0.2,0.765,1.2047106911829675,1.1722359972320129
0.2,0.77,1.1934965719157669,1.1609698750900195
0.2,0.775,1.182108261455791,1.1497329237505587
0.2,0.78,1.1705538791082768,1.138537773944842
0.2,0.785,1.158841523287197,1.1273926195478448
0.2,0.79,1.146979264882355,1.1163018280605597
0.2,0.795,1.1349751407842448,1.105266472064638
0.2,0.8,1.1228371475709686,1.0942847311833612
0.2,0.805,1.1105732353612143,1.0833521531808612
0.2,0.81,1.0981913018370035,1.072461800227622
0.2,0.815,1.0856991864396068,1.0616043358975897
0.2,0.82,1.0731046647417444,1.0507681252932375
0.2,0.825,1.060415442998914,1.0399394220727753
0.2,0.83,1.047639152882342,1.0291027019004368
0.2,0.835,1.0347833463958367,1.0182411744114288
0.2,0.84,1.021855490978491,1.0073374699022972
0.2,0.845,1.008862964794909,0.9963744588770869
0.2,0.85,0.9958130522143708,0.9853361290718361
0.2,0.855,0.9827129394800517,0.9742084218205818
0.2,0.86,0.9695697105691677,0.9629799221558433
0.2,0.865,0.9563903432446313,0.9516423069623353
0.2,0.87,0.9431817052985604,0.9401904820897283
0.2,0.875,0.9299505509877181,0.928622379046748
0.2,0.88,0.9167035176607216,0.9169384289267897
0.2,0.885,0.9034471225766021,0.905140778349842
0.2,0.89,0.8901877599140801,0.8932323520015932
0.2,0.895,0.8769316979706726,0.8812158923388805
0.2,0.9,0.8636850765505315,0.8690931147948364
0.2,0.905,0.8504539045397014,0.8568641047580157
0.2,0.91,0.8372440576672677,0.8445270522403403
0.2,0.915,0.8240612764506603,0.8320783759276443
0.2,0.92,0.8109111643231918,0.8195132368704103
0.2,0.925,0.7977991859417158,0.8068263911858962
0.2,0.93,0.7847306656721027,0.7940132883924295
0.2,0.935,0.7717107862500778,0.7810712935078276
0.2,0.94,0.7587445876147676,0.7680009004502004
0.2,0.945,0.7458369659121774,0.7548068121240836
0.2,0.95,0.732992672665655,0.7414987862740392
0.2,0.955,0.7202163141102462,0.7280921805651696
0.2,0.96,0.7075123506877274,0.7146081686548663
0.2,0.965,0.6948850966989724,0.7010736342493529
0.2,0.97,0.6823387201101817,0.687520776394194
0.2,0.975,0.6698772425094015,0.6739864728879722
0.2,0.98,0.6575045392096512,0.6605114490323699
0.2,0.985,0.6452243394948828,0.6471392882804187
0.2,0.99,0.6330402270049191,0.6339153045603324
0.2,0.995,0.6209556402554179,0.6208852794168296
0.2,1.0,0.6089738732888486,0.6080940569579432
0.2,1.005,0.5970980764524138,0.5955839908750011
0.2,1.01,0.5853312572987673,0.5833932529116904
0.2,1.015,0.5736762816053508,0.5715540402525154
0.2,1.02,0.562135874508112,0.5600907562794333
0.2,1.025,0.5507126217453542,0.549018278293221
0.2,1.03,0.5394089710074089,0.5383404589929973
0.2,1.035,0.5282272333878301,0.5280490277628003
0.2,1.04,0.5171695849317723,0.5181230568321256
0.2,1.045,0.5062380682772228,0.5085291328482072
0.2,1.05,0.4954345943847362,0.4992223267627618
0.2,1.055,0.4847609443513525,0.49014798848155916
0.2,1.06,0.47421877130435414,0.4812443149863175
0.2,1.065,0.4638096023705701,0.47244556123515763
0.2,1.07,0.4535348407169212,0.46368569226740264
0.2,1.075,0.4433957676579649,0.4549022217554193
