draw,y_t1,y_t2
1,0.7703725571232801,1.0069920088032716
2,0.4454787591154468,1.5958671633663994
3,0.6675953373028122,1.3218273794753133
4,0.43466744060822904,1.316570718491136
5,0.8296427117172376,0.6973288223764063
6,0.29166669392442296,1.1119384937698198
7,0.6464200324538439,1.4263531659006756
8,0.4750724933526916,1.888365071377092
9,0.7743315736502772,1.6390737424227149
10,0.7813297560283412,0.8512631438120264
11,0.5505273043688499,1.4476660698419646
12,0.7307084114794233,1.2707149770994177
13,1.1709444988626447,1.472550369905744
14,0.20563043151311772,1.7481545468283441
15,0.4526167146860545,1.697707414070962
16,0.47338990257460833,1.0864749683521566
17,0.7422512485353686,0.9910093689009898
18,0.6818959741001055,1.7957122054080972
19,0.10414362309746364,1.3962267910759172
20,0.603452914390451,1.441354769577151
21,0.42363349388832966,1.514452769492465
22,0.7910386632936018,1.6192043710248822
23,0.5767544644349673,1.4305071262040063
24,0.6197208623233947,1.4540672710074318
25,0.2312723871364042,1.4282276800868208
26,0.5958004466231442,1.3825223412671788
27,0.10338588297186345,1.1830542315713388
28,0.8821675979669107,1.346512350232236
29,0.6442487889212248,1.3865918543276234
30,0.7796191065567276,1.685281769207216
31,0.9463720359892493,0.7288523837400165
32,0.8241835804532587,0.8995341095893514
33,0.54779574026267,1.3298302387740404
34,0.6009263879996327,1.7306601233278518
35,0.44540118830286707,1.0930198652891205
36,0.4439840733602177,1.202404443635293
37,0.5729052350760668,1.8824539324968774
38,0.5827277494719751,0.6918112222280048
39,0.29609654226941956,1.0794331161729556
40,0.5052778151710422,1.3918172855397128
41,1.01825231264953,1.3707233627701314
42,0.8333270700352942,1.2561411858160816
43,0.889605182639144,1.352250949948449
44,0.7819748636691632,0.9561632063721375
45,0.9010650453276734,1.1158225019945807
46,0.2719689403432044,1.4646836235256049
47,0.794525707168782,1.8572706813007707
48,0.4361881436616027,1.604811075917901
49,0.5178048738984711,1.2105309253771188
50,0.4350995236814283,1.1679776307872813
51,0.8934193214657488,1.2336418976946282
52,0.4451102331798543,1.3283729494183631
53,0.3930556337977331,1.3360881598618457
54,0.6812103197367347,1.3367611887866344
55,1.4295862786912157,0.9950718833453567
56,0.7140842179103831,1.212866559250245
57,0.720146037076893,1.768753320574661
58,0.9458659452900534,1.107206538328545
59,0.4544675321794525,1.3412736235205163
60,0.3895592878487588,1.4009241954611815
61,0.8610022125526553,0.21609622395306483
62,0.505909653967977,1.6105417832177535
63,0.7228501345517255,1.2774551248650012
64,0.8186826275200364,1.0795376821603102
65,0.4993533186567532,1.5112233986914743
66,1.1520059967612095,1.2910633778180471
67,0.43284841265237456,1.2749234338245674
68,0.5777654056259746,1.7988622423601344
69,0.5501831700868303,1.4404315915801023
70,0.4246918539161842,1.1223714181991893
71,0.7111117024980208,1.8216269215974634
72,0.5977910088805023,1.1322203057451063
73,0.8950694465676575,1.5353618312700736
74,0.6555518119402772,1.433760159337077
75,1.2415233638065588,0.7030068570064123
76,0.5479655410422923,1.3294250638209544
77,0.4779764972996863,1.3887706793975951
78,0.5308058678039456,1.0481006610543648
79,0.6283301856456882,1.3639293466679474
80,1.1787879033883077,1.1808741698807148
81,0.5023857721810794,1.7987199903012239
82,0.35073479937510726,1.0945824487521247
83,0.3977985359468383,1.4008822194391097
84,0.5889778627350329,0.7513285725537173
85,0.27262145619238815,1.447813321318021
86,1.0104713457220589,1.5789657240248187
87,0.3022869837374979,1.5096640775337407
88,0.5540769289746474,1.381721020803512
89,0.6455927206059918,1.349816592050392
90,0.7036126679301357,1.3997838712108823
91,0.8507738834850174,1.4537994983683578
92,1.0687491326215208,1.6100042453481689
93,1.6303750444990015,1.6368402165026912
94,0.4857450168243274,1.3120667622512459
95,0.7512314022331956,1.094703513960098
96,0.3210769592483434,1.427385181588588
97,0.8963225862965939,1.776700092718821
98,0.5806973859438341,1.3783491483154453
99,0.33519936489055274,1.125804511563499
100,0.7400397571925728,1.6412938363664615
101,0.6596945537216374,1.3699515468813748
102,0.854806713039358,1.5204919054729613
103,0.695727833351607,1.6525652936805977
104,0.6410046479863644,1.7026764981903462
105,0.9183988064927588,1.1301873648389416
106,0.8714989605386803,1.569280798344547
107,0.3296191058521931,1.7678899965044828
108,0.5104304887003575,1.8077763441440002
109,0.13027728222679885,1.7245639500483652
110,0.3922205874503983,1.1747436684783996
111,0.5911386241699372,1.6184275386709006
112,0.5533745626007737,1.7268946903120472
113,1.1352327158954887,1.7219976001486512
114,0.5615757457909912,1.8121413202608825
115,0.6962343477785552,0.9389889214376279
116,1.2049422893867716,0.766821096521896
117,0.513626068970681,1.2771728048211257
118,0.7353790858606157,1.311566587266695
119,0.45873368261526,1.3727805035436038
120,0.8147901947573111,1.288952677752506
121,0.6266382227684444,1.2664424628922486
122,0.7882063292954703,1.4850578579930152
123,0.7384593586204286,1.1807332574056861
124,0.5209673526123063,1.2794339926024718
125,0.2277193099858218,1.6199318813362074
126,0.34615082938167346,1.3235144394806722
127,0.32133674115284605,1.461755452277814
128,0.8904871018823853,1.199182415459882
129,0.668139074113775,1.0983840089787278
130,0.6883813104550368,1.0706239883633364
131,0.895290991764545,1.4157814913286666
132,0.8852632549963212,1.5354985462934367
133,0.8515105629389877,1.4536298296536259
134,0.607163419121477,1.3962215527646908
135,0.7700714630092941,1.3798518545427814
136,1.1434340324900125,1.0528784343987212
137,0.662493418248321,1.353701946157655
