t,y,theory_density,kde_density
0.2,0.0,0.0,0.014745342141842817
0.2,0.005,0.00028538691141849395,0.017339892816855548
0.2,0.01,0.0011412984368249842,0.02024949470385928
0.2,0.015,0.0025669872195079476,0.023490290483328582
0.2,0.02,0.004561208564038623,0.027076695815612284
0.2,0.025,0.0071222217836434875,0.03102119282130835
0.2,0.03,0.010247792084001475,0.03533416038775715
0.2,0.035,0.013935192980946509,0.04002375775797601
0.2,0.04,0.018181209248843002,0.04509588324317411
0.2,0.045,0.022982140395694427,0.05055423306676595
0.2,0.05,0.02833380466034319,0.056400484533056086
0.2,0.055,0.034231543526426815,0.06263462153066582
0.2,0.06,0.040670226747069035,0.06925540821091031
0.2,0.065,0.0476442578736093,0.07626099898325578
0.2,0.07,0.055147580281008954,0.08364965142346477
0.2,0.075,0.06317368368191832,0.09142048611786964
0.2,0.08,0.07171561112074944,0.09957421751430756
0.2,0.085,0.08076596643847064,0.10811376644792176
0.2,0.09,0.09031692219822961,0.11704466170188041
0.2,0.095,0.1003602280613119,0.126375147205437
0.2,0.1,0.11088721960236572,0.13611593404136363
0.2,0.105,0.12188882755225802,0.14627957106677453
0.2,0.11,0.13335558745638654,0.15687945129960923
0.2,0.115,0.14527764973574486,0.16792851817918122
0.2,0.12,0.15764479013753482,0.17943778015242315
0.2,0.125,0.1704464205616362,0.19141477732391904
0.2,0.13,0.1836716002487813,0.20386216445943275
0.2,0.135,0.19730904731584076,0.21677657646080603
0.2,0.14,0.21134715062321302,0.23014792393626832
0.2,0.145,0.22577398195890946,0.24395922881819834
0.2,0.15,0.24057730852356565,0.25818705695540894
0.2,0.155,0.2557446057002535,0.27280254226237377
0.2,0.16,0.2712630700926591,0.28777293277217036
0.2,0.165,0.28711963281488634,0.30306353061128066
0.2,0.17,0.30330097301588255,0.31863985258104477
0.2,0.175,0.3197935316212355,0.3344698111066154
0.2,0.18,0.3365835252748756,0.3505257098338261
0.2,0.185,0.35365696046302747,0.36678586442774086
0.2,0.19,0.370999647802585,0.3832356947987071
0.2,0.195,0.38859721647595574,0.3998681854724074
0.2,0.2,0.40643512879430344,0.4166836700628975
0.2,0.205,0.4244986948710354,0.43368895715786127
0.2,0.21,0.44277308738732957,0.450895872087862
0.2,0.215,0.46124335643146147,0.4683193368728573
0.2,0.22,0.4798944443936893,0.4859751456397273
0.2,0.225,0.49871120089848814,0.5038776133776918
0.2,0.23,0.5176783977559624,0.5220372821633747
0.2,0.235,0.5367807439143528,0.5404588623553431
0.2,0.24,0.556002900395652,0.559139568828031
0.2,0.245,0.5753294951964775,0.5780679862509591
0.2,0.25,0.594745138136498,0.5972235644687554
0.2,0.255,0.6142344356368944,0.6165768063160381
0.2,0.26,0.6337820054115401,0.6360901663044587
0.2,0.265,0.6533724910538059,0.6557196300389246
0.2,0.27,0.6729905765021615,0.6754168919546558
0.2,0.275,0.6926210003680007,0.6951319951462608
0.2,0.28,0.7122485701094339,0.7148162453797613
0.2,0.285,0.7318581760350903,0.7344251671529226
0.2,0.29,0.751434805122334,0.7539212393968718
0.2,0.295,0.7709635546346328,0.773276138848115
0.2,0.3,0.7904296455232251,0.7924722359838119
0.2,0.305,0.8098184355986044,0.8115031349768502
