path,time,value
1,0.0,0.0
1,0.01,0.0730458899180395
1,0.02,0.06418276242995317
1,0.03,0.11055394601361661
1,0.04,0.2136514806284315
1,0.05,0.31860685199883093
1,0.06,0.27832212573876247
1,0.07,0.21719529100032303
1,0.08,0.27709668577558916
1,0.09,0.23490402359095416
1,0.1,0.3412998220009308
1,0.11,0.35223493174579695
1,0.12,0.5017830779913381
1,0.13,0.5057130360582051
1,0.14,0.49098043304143374
1,0.15,0.5807032226063807
1,0.16,0.6320182774366446
1,0.17,0.6334568773259974
1,0.18,0.8414499167743059
1,0.19,0.7833886127775428
1,0.2,0.8022306935238549
1,0.21,0.7873277929965075
1,0.22,0.8103314059267733
1,0.23,0.9516635077396522
1,0.24,1.067520665697253
1,0.25,1.0841194173624924
1,0.26,0.9716289399810238
1,0.27,0.9121059976927337
1,0.28,0.8746444264717241
1,0.29,0.8830280875540517
1,0.3,0.9545960715785372
1,0.31,0.9555755987284663
1,0.32,1.0895891145128151
1,0.33,1.1192460738225756
1,0.34,1.1025022228486294
1,0.35,0.9162749371232304
1,0.36,0.9015879361714606
1,0.37,0.8922092816819692
1,0.38,0.8323744683575353
1,0.39,0.7786199089621904
1,0.4,0.7370238291710726
1,0.41,0.6687612742614695
1,0.42,0.5697662574951063
1,0.43,0.4877306129153215
1,0.44,0.48327134983022185
1,0.45,0.6273241284682874
1,0.46,0.6513156314548372
1,0.47,0.5805302044188092
1,0.48,0.7209567296550515
1,0.49,0.8232506605768946
1,0.5,0.8791491063362797
1,0.51,0.9512842599410468
1,0.52,0.9104638158921742
1,0.53,1.0652205373733845
1,0.54,1.0628087388530876
1,0.55,1.1098350146511922
1,0.56,1.2203184373496119
1,0.57,1.3517921440450218
1,0.58,1.485810944365558
1,0.59,1.4793982733399482
1,0.6,1.6600324327730123
1,0.61,1.7967798901772916
1,0.62,1.7750295506193674
1,0.63,1.8515495507339055
1,0.64,1.899521123359967
1,0.65,1.7239133000188578
1,0.66,1.9142495625867881
1,0.67,1.9002916361364275
1,0.68,1.7431330635105926
1,0.69,1.592910283243028
1,0.7,1.3875986223098717
1,0.71,1.375933025439505
1,0.72,1.270376353907782
1,0.73,1.4915590121709126
1,0.74,1.6071346098148893
1,0.75,1.638880504071715
1,0.76,1.6290164307538664
1,0.77,1.4885177964795724
1,0.78,1.4917132503134845
1,0.79,1.6236148906811392
1,0.8,1.5328868384952288
1,0.81,1.5373707569647852
1,0.82,1.5254925771372214
1,0.83,1.4431390523761394
1,0.84,1.3855348640659322
1,0.85,1.3055248949894669
1,0.86,1.188449529496922
1,0.87,1.273367546733482
1,0.88,1.4203609393271581
1,0.89,1.5094511878488748
1,0.9,1.4299287939681233
1,0.91,1.5712552977600631
1,0.92,1.6260161864870284
1,0.93,1.6999039348597116
1,0.94,1.655830429153657
1,0.95,1.56156649345326
1,0.96,1.5638434747764751
1,0.97,1.5491983660629312
1,0.98,1.511673093844233
1,0.99,1.6037961654200439
1,1.0,1.5679645497244743
1,1.01,1.637268012588791
1,1.02,1.6118902344935981
1,1.03,1.8007523525288611
1,1.04,1.6578947058980127
1,1.05,1.732746852817213
1,1.06,1.6809925524567002
1,1.07,1.5361391053799807
1,1.08,1.6960755285613438
1,1.09,1.8027983981983013
1,1.1,1.7692017707320058
1,1.11,1.649456384622818
1,1.12,1.5418587303866778
1,1.13,1.4582781057126604
1,1.14,1.4325306526963477
1,1.15,1.504555342088318
1,1.16,1.3594232650809381
1,1.17,1.3862186415019244
1,1.18,1.2476383063913916
1,1.19,1.13683709883938
1,1.2,1.1657316258570822
1,1.21,1.1011250066761407
1,1.22,1.078797610152495
1,1.23,1.0282503070204785
1,1.24,0.9323660124646969
1,1.25,0.8559772206339284
1,1.26,0.9586191869050418
1,1.27,0.9502074418940627
1,1.28,0.7979828824841003
1,1.29,0.9029451788424357
1,1.3,0.8028529391882501
1,1.31,0.7949213097408632
1,1.32,0.7819790248596881
1,1.33,0.6025285792703428
1,1.34,0.5370505279676508
1,1.35,0.6402079991472314
1,1.36,0.6308254707124695
1,1.37,0.425137888266465
1,1.38,0.3657723762860785
1,1.39,0.3069025056786821
1,1.4,0.3040243286233128
1,1.41,0.29883504865856886
1,1.42,0.34638033653703637
1,1.43,0.302241501039997
1,1.44,0.26341016133636275
1,1.45,0.47160561646429255
1,1.46,0.3597761041187367
1,1.47,0.3994217029379983
1,1.48,0.35317372160040605
1,1.49,0.31487194449821765
1,1.5,0.24826258940884757
1,1.51,0.11898537939974595
1,1.52,0.19493080552508252
1,1.53,0.19334293100555938
1,1.54,0.13361617266523543
1,1.55,0.26760203042033825
1,1.56,0.24688983717424992
1,1.57,0.18877859856664142
1,1.58,0.19301649748478772
1,1.59,0.20534404049026236
1,1.6,0.20287697066814056
1,1.61,0.22719256464712967
1,1.62,0.24809894182294084
1,1.63,0.23685009245667077
1,1.64,0.2932693431418004
1,1.65,0.19933865874165183
1,1.66,0.1858542883171474
1,1.67,0.29419801577067006
1,1.68,0.2119643960622482
1,1.69,0.3031208155578607
1,1.7,0.18452636053908017
1,1.71,0.30768871522183544
1,1.72,0.40877180146262093
1,1.73,0.28511620483096384
1,1.74,0.3865564656080352
1,1.75,0.525814090876769
1,1.76,0.6702175764286425
1,1.77,0.6882427591982011
1,1.78,0.7742965498583906
1,1.79,0.8383807320282055
1,1.8,0.8186423966017874
1,1.81,0.9810658799567465
1,1.82,0.9386340820586919
1,1.83,1.1982375105740848
1,1.84,1.3264228672535454
1,1.85,1.4415250579091383
1,1.86,1.4656907756237432
1,1.87,1.5366324270222194
1,1.88,1.517390862171952
1,1.89,1.4692770346152786
1,1.9,1.487101876801869
1,1.91,1.334744795109775
1,1.92,1.3566668345191464
1,1.93,1.2674201430018512
1,1.94,1.394463333862794
1,1.95,1.440465817529451
1,1.96,1.481173904042251
1,1.97,1.4606604429607244
1,1.98,1.3119870665572273
1,1.99,1.3037625090867426
1,2.0,1.1949911571173835
1,2.01,1.0595151773282248
1,2.02,1.0928704010875634
1,2.03,1.1847659471706131
1,2.04,1.081294667812846
1,2.05,1.0151435617087596
1,2.06,0.946334294303752
1,2.07,0.8446171332447938
1,2.08,0.9339522705416673
1,2.09,1.0013893517385823
1,2.1,0.9051497143084546
1,2.11,0.9621686598375352
1,2.12,0.9994466597760603
1,2.13,0.9355868470569675
1,2.14,0.908012214476218
1,2.15,0.9212933995870186
1,2.16,0.9435251752264444
1,2.17,0.9982590521669874
1,2.18,0.9439834520205476
1,2.19,0.8668058291817703
1,2.2,0.8476839771408282
1,2.21,0.8991242450273987
1,2.22,0.8194534811253932
1,2.23,0.8438203997539996
1,2.24,0.872290199010871
1,2.25,0.8996317771978538
1,2.26,0.8595120983526212
1,2.27,0.9640577307535813
1,2.28,1.0621555012148782
1,2.29,1.0812242821133475
1,2.3,1.0324836638652193
1,2.31,0.8674596412428988
1,2.32,0.8378924888009258
1,2.33,0.7710706129607591
1,2.34,0.6276082201439411
1,2.35,0.5154895534884772
1,2.36,0.6378935848458652
1,2.37,0.7625324477578688
1,2.38,0.6818228334328216
1,2.39,0.6284631937518216
1,2.4,0.6936921894014549
1,2.41,0.6754720088697024
1,2.42,0.45180745050395804
1,2.43,0.3473589884954733
1,2.44,0.36353511916880177
1,2.45,0.29849704108490843
1,2.46,0.24617079505465989
1,2.47,0.23158010629093032
1,2.48,0.3724968578659203
1,2.49,0.5242429729062049
1,2.5,0.35735949228369146
1,2.51,0.48605042479644817
1,2.52,0.3699587305199968
1,2.53,0.4194510566509
1,2.54,0.37998169305670354
1,2.55,0.3982553923319372
1,2.56,0.5117097523806241
1,2.57,0.6876077946086417
1,2.58,0.8361499925430537
1,2.59,0.887129546365285
1,2.6,0.9254077997441243
1,2.61,0.9416063041158272
1,2.62,0.8534452612495679
1,2.63,0.9233217250764869
1,2.64,1.1074254411579145
1,2.65,1.1745644183402328
1,2.66,1.0793630169431867
1,2.67,0.9551524079635794
1,2.68,1.1014918432236314
1,2.69,1.1153786719291738
1,2.7,0.9775660935886188
1,2.71,0.8028219467501728
1,2.72,0.7355066968390673
1,2.73,0.6621831605257257
1,2.74,0.7740994568792504
1,2.75,0.7318558737403956
1,2.76,0.933369417047204
1,2.77,0.9361872344723523
1,2.78,0.7157124536254974
1,2.79,0.7112008207827959
1,2.8,0.6415028075700614
1,2.81,0.7028001440052964
1,2.82,0.7011562876137564
1,2.83,0.9352475538356619
1,2.84,0.7378545631593282
1,2.85,1.0474668538385152
1,2.86,1.0447500894475135
1,2.87,1.1667786937803282
1,2.88,1.4645814836840558
1,2.89,1.5161224075638187
1,2.9,1.7188530660154788
1,2.91,1.6020531176607227
1,2.92,1.7186898646577755
1,2.93,1.460342690582514
1,2.94,1.6398219968450876
1,2.95,1.6169232487988716
1,2.96,1.7315043946692583
1,2.97,1.7364415012020142
1,2.98,1.5945818280365747
1,2.99,1.718868710980614
1,3.0,2.0
2,0.0,0.0
